id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,pedestrian_involved
dc95b8674609bc9d75244318a4349589,Mumbai: Death toll rises to 8 in Kurla BEST bus accident as man succumbs to injuries,NA,Fatal,NA,bus,NA,Yes,"Kurla, Mumbai",Maharashtra,December 9,morning,8,41,Yes
54b2de7ea0d0e5825131a6f9f7c4f75b,"25-year-old biker killed after being hit by bus in Mumbai, days after deadly Kurla accident",NA,Fatal,Single vehicle collision,bus,motorcycle,no,"Govandi, Mumbai",Maharashtra,NA,night,1,0,No
c0e7b8609ef1e8788ed3281c4d2ff3c3,"Dutee Chand stops truck after accident, police detain driver for questioning",NA,Property damage,Side swipe,truck,car,yes,"OMP Square, Cuttack",Odisha,NA,evening,0,0,NA
ba92d8d53be0d36856149d28a86128e8,"Indian student dies, 4 injured after horrific car crash in UK's Leicestershire",NA,Fatal,Single vehicle collision,car,NA,No,A6 road towards Market Harborough,"Leicestershire, UK",NA,morning,1,4,NA
3d6e2b0c2a546a64769b89ba22a54243,Teenage boy crashes Porsche car into motorcycles in Mumbai's Bandra,NA,Property damage,Single vehicle collision,car,motorcycle,yes,"Bandra, Mumbai",Maharashtra,NA,morning,0,0,no
f8337def3342145e9c30570202a06812,IPS officer en route to join duty dies in road accident in Hassan,Highway,Fatal,Single vehicle collision,jeep,NA,no,"Kittanegadi village, Hassan taluk",Karnataka,NA,NA,1,0,NA
2b5663e38557dce255d28824423414f1,Krushna Abhishek shares wife Kashmera Shah is doing fine after her accident: She is a strong woman,NA,Non - fatal,NA,pedestrian,NA,no,Palm Springs,"California, US",NA,NA,0,1,Yes
da5f41a84a1e29c4696ff455293fe46c,Man survives crash with miraculous landing on pickup truck bonnet after hitting divider. Video,NA,Non - fatal,Single vehicle collision,scooter,truck,Yes,NA,NA,NA,NA,0,0,No
7ff2ada5b78d3c80a9d8ef6487554e6c,Two bus routes discontinued after fatal accident are now back in Uran,Highway,Fatal,NA,bus,NA,Yes,Khopta-Koproli road towards JNPT,Maharashtra,February 8,NA,1,1,NA
07f9c2caa09c3f7be2c2512a2652eb6d,UP: Five doctors killed after car collides with truck in Kannauj,Highway,Fatal,Head On,car,truck,Yes,"Point 196, Tirva, Kannauj district,Lucknow-Agra Expressway",Uttar Pradesh,27-11-2024,night,5,1,No
166b99feb0f769de57d4cfcaacb0173c,Dehradun accident: Police try to piece together what led to Innova crash that killed 6 students,NA,Fatal,Rear end,car,truck,yes,"ONGC Chowk, Dehradun",Uttarakhand,NA,night,6,1,no
38472254a8bf707d94d90311beb4d707,Noida: Mad dash to admit sick child ends in death of 5 of family in accident,NA,Fatal,Rear end,car,truck,Yes,Noida-Greater Noida Expressway near Sector 146 metro station,Uttar Pradesh,NA,night,5,0,no
dcda958afc2e0a06d48da2d20e0f080b,"Chain accident between BMTC bus, truck and a car kills two on Bengaluru’s Airport Road: Report",Bridge/Flyover,Fatal,Rear end,bus,truck,yes,"Airport Road flyover, Yelahanka, Bengaluru",Karnataka,NA,night,2,NA,NA
325ac397ecfe8d2bd675be739a7365e4,Teens on way to college die in car crash on Gurugram Expressway; 2 more wounded,Highway,Fatal,Head On,car,NA,Yes,Sohna Expressway,Haryana,NA,NA,2,3,No
fc37cd7f8d6465145940560388a715e7,"J&K: 3 killed, 4 critically injured as Eeco van falls into gorge in Reasi district",NA,Fatal,Single vehicle collision,van,NA,no,"Near Ziyarat of Baba Gullam Shah Badshah, Reasi district",Jammu and Kashmir,NA,NA,3,4,NA
1158bedf0cbaaecf1117cc2bc67ed8f8,Video: Kerala CM Pinarayi Vijayan's convoy involved in pile-up in Thiruvananthapuram,NA,Property damage,Rear end,NA,NA,yes,Vamanapuram Park junction,Kerala,NA,evening,0,0,no
dccf71429a2c220bda66dc8e3f3a8039,25-year-old pillion rider mowed down after falling from bike,Highway,Fatal,Hit and run,truck,motorcycle,Yes,"Western Express Highway, Mahim turn, Bandra east",Maharashtra,NA,morning,1,1,No
b01af0d9b33f1a38847ccd800b872ee1,"Odisha man visits hospital after being hit by truck, doctors allegedly steal his organs",NA,Fatal,Single vehicle collision,truck,motorcycle,NA,"RAMPUR, cuttack",Odisha,2024-10-13,NA,1,0,NA
fff58d5f607202687131c3ebb8ebdf17,2 dead as car hits toll staffers in Una,Highway,Fatal,Single vehicle collision,car,NA,No,"Ajouli toll barrier, Una district",Himachal Pradesh,NA,evening,2,1,Yes
4b510b46fec1f2f94d32d5bc7e2831fb,"28-year-old Bengaluru woman dragged by cab for 40 feet after colliding with BMTC bus, dies: Report",NA,Fatal,Rear end,bus,motorcycle,yes,"Ullal Upanagar Lake, Bengaluru",Karnataka,NA,morning,1,0,NA
01edd75e924429be559aeedc248e23bf,Two killed after being run over by speeding truck on Sohna Road,Roundabout,Fatal,Single vehicle collision,truck,motorcycle,Yes,"Ambedkar roundabout, Sohna Road, Gurugram",Haryana,NA,NA,2,0,No
f7a4f381c5283aacebb38e2ad4404fab,2 die as car with polls officials plunges into gorge in Reasi,NA,Fatal,Single vehicle collision,car,NA,no,"Tukson Jabara, Majore area, Reasi district",Jammu and Kashmir,NA,morning,2,3,NA
84db64c900eb1daa6fae2c321e21a4f0,Disturbing video shows KSRTC bus run over woman in Karnataka's Tumakuru,NA,Non - fatal,Crossing (90degree),bus,pedestrian,No,Near the bus terminal in Tumakuru,Karnataka,NA,NA,0,1,Yes
750516da5ac6c776f84a1a99ffb77ec6,EXCLUSIVE| Preeti Jhangiani gives husband Parvin Dabas' health update: He will be out of the ICU tomorrow,NA,Non - fatal,Single vehicle collision,car,NA,No,"Bandra, Mumbai",Maharashtra,NA,night,0,1,No
011416eb9bc11ca75a989f0bc2f85dbc,"Video: Pune civic body truck falls into sinkhole, driver escapes unhurt",NA,Property damage,Single vehicle collision,truck,NA,No,"Budhwar Peth, Pune",Maharashtra,NA,evening,0,0,NA
2c4eb93afef28e7862532043c36dc7db,"Gurugram accident: Biker's friend says police didn't collect video as evidence, mother questions SUV driver's bail",NA,Fatal,Head On,car,motorcycle,yes,"Golf Course Road, Gurugram",Haryana,NA,morning,1,0,no
a0c1e0b82b2907629eb1914e5459f191,"Injured in freak accident, Nawab Malik’s son-in-law still critical",NA,Non - fatal,Single vehicle collision,car,pedestrian,No,"Criticare Hospital, Lal Bahadur Shastri Marg, Kurla West, Mumbai",Maharashtra,NA,morning,0,2,Yes
ee41ad2a7171a3f42038eab6954b5c61,Electrician hit by car succumbs to injuries after a day,NA,Fatal,Crossing (90degree),car,pedestrian,No,"Babhai Naka, Borivali West",Maharashtra,NA,evening,1,0,Yes
502ea4ad64b4a40e556bb934cf924508,One killed after speeding tempo rams several vehicles,NA,Fatal,Rear end,truck,NA,Yes,"Karishma Chowk, Pune",Maharashtra,NA,night,1,3,No
b8b3833b170e84b475dae2f6168b9476,Young woman’s life cut short by crazed bus passenger,unsignalized,Fatal,Rear end,bus,NA,yes,"Sant Jagnade Chowk, Lalbaug, Mumbai",Maharashtra,2024-09-02,evening,1,9,yes
d7f76840e42ce13c5c8ae5d0041dc0ef,Four of a family from Belagavi killed in road accident in Oman,NA,Fatal,Head On,car,truck,Yes,"Haima, Oman",NA,NA,evening,4,1,No
4ab565555e85718765f5e9e8c5002bc8,Minor detained after SUV mows down man in Mumbai; 2 others arrested: Police,NA,Fatal,Head On,car,motorcycle,yes,"Aarey Colony, Goregaon East, Mumbai",Maharashtra,NA,morning,1,0,yes
8c0e1f9c64b2b402b85411d10da6bc9f,Two people die in separate road accidents in Parel and Malad,Bridge/Flyover,Fatal,Side swipe,truck,motorcycle,yes,"Parel, Malad, Mumbai",Maharashtra,NA,afternoon,2,2,No
0013568fb90379f031d8b99934feecd7,"1 dead, 3 injured as sleepy driver rams car into trailer",NA,Fatal,Rear end,car,truck,Yes,"Mumbai-Goa highway, Raigad district",Maharashtra,NA,night,1,3,na
210a0f3ad1d99953d7a5b95bb9cc21f0,"Pickup van mows down 6 sanitation workers on Delhi-Mumbai Expressway, 5 injured",NA,Fatal,Side swipe,van,pedestrian,No,Delhi-Mumbai Expressway near Ibrahim Bas village in Firozpur Jhirka,Haryana,NA,morning,6,5,yes
9ae33e5721ee9b528a624782b601d130,"3 killed, 12 hurt as truck hits multiple vehicles on highway in Pune",Highway,Fatal,rear end,truck,NA,Yes,"Lonavla hill station, Maharashtra",Maharashtra,NA,night,3,12,NA
c181bac97c9f69453b3ae39c952e711e,Five dead as car plunges into dry riverbed near Khed,Bridge/Flyover,Fatal,Single vehicle collision,car,NA,No,"Jugbudi river bridge near Khed, Mumbai-Goa highway",Maharashtra,NA,morning,5,2,NA
997b20a2ffeebd5ed65537a161ba3505,6 injured in road crash involving 3 vehicles in Thane,Bridge/Flyover,Non - fatal,Rear end,truck,NA,Yes,Thane city,Maharashtra,NA,night,0,6,NA
e7f2ee1fc8c64b4531a3ee728a1c2773,Seven killed in 2 road mishaps in Tarn Taran,NA,Fatal,Rear end,Car,"motorcycle, motorcycle",Yes,Tarn Taran district,Punjab,NA,NA,3,0,NA
ddeae9e97dec4a051f34787a981bf922,"Teen run over by train while crossing railway track, dies",Level crossing,Fatal,NA,train,pedestrian,No,"Seawoods station, Navi Mumbai",NA,NA,afternoon,1,0,NA
046126d092b8ac194c39bdf50c9045b7,"Bengaluru girl, 9, dies after father’s tractor overturns and falls into lake, sister injured: Report",NA,Fatal,Single vehicle collision,tractor,NA,No,"Pattanadur Agrahara lake, East Bengaluru’s White area, Bengaluru Bengaluru",Karnataka,NA,NA,1,2,NA
60ad33fc14c7be2b5a866d4b945f0e7f,Man dies after falling from moving bus in Delhi; driver held,NA,Fatal,Single vehicle collision,bus,NA,No,"Kapashera, Delhi",Delhi,NA,afternoon,1,0,NA
6f6aea60fa0d5b280fe87d5114265834,"Republic Day function turns tragic in Odisha as pick-up van overturns killing a student, 20 others injured in mishap",NA,Fatal,Single vehicle collision,van,NA,No,"Anshupa Lake, Cuttack district, Odisha",Odisha,NA,NA,1,20,NA
bab9ab9ff94daa916aee36672d110915,Man miraculously escapes unscathed after getting trapped between two buses. Video,NA,Non - fatal,Side swipe,bus,bus,Yes,Pattukottai,Tamil Nadu,NA,NA,0,1,NA
73ee4f8569ee1d68d25c44dfedbf4d74,Caught on cam: Speeding truck driver drags two men on Agra Highway,Highway,Non - fatal,rear end,truck,motorcycle,Yes,Agra highway,Uttar Pradesh,NA,NA,0,1,NA
2f05f8fa35f24085b6053ee1bd4c1045,Biker dies after being hit by unidentified vehicle on SCLR,NA,Fatal,Hit and run,car,motorcycle,Yes,SCLR,Maharashtra,NA,morning,1,2,NA
279ba424587aef4b0f9c04ef4ab7e264,"One dead, two injured after showroom driver out on test drive rams into them",Signalized,Fatal,Crossing (90degree),car,motorcycle,Yes,Lower Parel-Curry Road bridge,Maharashtra,NA,NA,1,2,NA
