id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,reference,pedestrian_involved,confidence
e18a44613a0712121ddaa94f8d975942,Jaipur gas tanker crash: CCTV shows fire sweeping nearby property moments after accident | Video,Highway,Fatal,NA,truck,NA,Yes,Jaipur-Ajmer Highway near petrol pump,Rajasthan,NA,morning,7,35,Times of India,NA,NA
eafd24d181a187f8187a9f54b7e8f708,"Ludhiana: Driver charred to death as truck overturns, catches fire",Bridge/Flyover,Fatal,Single vehicle collision,truck,NA,No,"Transport Nagar, Ludhiana",Punjab,NA,morning,1,0,Times of India,No,high
069a13338c936f7b6d2ac910f6381ffa,"Gujarat: Bus accident in Bhavnagar kills 6, leaves 10 injured",Highway,Fatal,Rear end,bus,truck,Yes,near Trapaj village,Gujarat,NA,morning,6,8-10,Times of India,No,NA
dc95b8674609bc9d75244318a4349589,Mumbai: Death toll rises to 8 in Kurla BEST bus accident as man succumbs to injuries,NA,Fatal,NA,bus,"car, jeep",Yes,"Kurla, Mumbai",Maharashtra,December 9,morning,8,42,Times of India,Yes,high
54b2de7ea0d0e5825131a6f9f7c4f75b,"25-year-old biker killed after being hit by bus in Mumbai, days after deadly Kurla accident",NA,Fatal,NA,bus,motorcycle,NA,"Govandi, Mumbai",Maharashtra,NA,night,1,0,Times of India,No,NA
c0e7b8609ef1e8788ed3281c4d2ff3c3,"Dutee Chand stops truck after accident, police detain driver for questioning",NA,Property damage,NA,truck,car,NA,"OMP Square, Cuttack",Odisha,NA,evening,0,0,Times of India,NA,NA
ba92d8d53be0d36856149d28a86128e8,"Indian student dies, 4 injured after horrific car crash in UK's Leicestershire",NA,Fatal,Single vehicle collision,NA,NA,NA,Leicestershire,England,NA,morning,1,4,Times of India,NA,high
3d6e2b0c2a546a64769b89ba22a54243,Teenage boy crashes Porsche car into motorcycles in Mumbai's Bandra,NA,Property damage,NA,car,motorcycle,yes,"Bandra, Mumbai",Maharashtra,NA,morning,0,0,Times of India,no,high
f8337def3342145e9c30570202a06812,IPS officer en route to join duty dies in road accident in Hassan,Highway,Fatal,Single vehicle collision,jeep,NA,NA,"Kittanegadi village, Hassan taluk",Karnataka,NA,NA,1,0,Times of India,NA,high
2b5663e38557dce255d28824423414f1,Krushna Abhishek shares wife Kashmera Shah is doing fine after her accident: She is a strong woman,NA,Non - fatal,NA,NA,pedestrian,NA,Palm Springs,California,NA,NA,0,1,Times of India,Yes,high
da5f41a84a1e29c4696ff455293fe46c,Man survives crash with miraculous landing on pickup truck bonnet after hitting divider. Video,NA,Property damage,NA,scooter,truck,Yes,NA,NA,NA,NA,0,0,Times of India,No,high
7ff2ada5b78d3c80a9d8ef6487554e6c,Two bus routes discontinued after fatal accident are now back in Uran,NA,Fatal,NA,bus,"tempo, motorcycle",Yes,Khopta-Koproli road towards JNPT,Maharashtra,February 8,NA,1,1,Times of India,NA,NA
07f9c2caa09c3f7be2c2512a2652eb6d,UP: Five doctors killed after car collides with truck in Kannauj,Highway,Fatal,Head On,truck,car,Yes,"Point 196, Tirva, Kannauj district",Uttar Pradesh,NA,morning,5,2,Times of India,No,NA
166b99feb0f769de57d4cfcaacb0173c,Dehradun accident: Police try to piece together what led to Innova crash that killed 6 students,NA,Fatal,Rear end,car,truck,yes,"ONGC Chowk, Dehradun",Uttarakhand,NA,night,6,1,Times of India,NA,NA
38472254a8bf707d94d90311beb4d707,Noida: Mad dash to admit sick child ends in death of 5 of family in accident,Highway,Fatal,Rear end,car,truck,Yes,Noida-Greater Noida Expressway near Sector 146 metro station,Uttar Pradesh,NA,night,5,0,Times of India,NA,high
dcda958afc2e0a06d48da2d20e0f080b,"Chain accident between BMTC bus, truck and a car kills two on Bengaluru’s Airport Road: Report",Bridge/Flyover,Fatal,Rear end,bus,truck,yes,"Airport Road flyover, Yelahanka, Bengaluru",Karnataka,NA,night,2,NA,Times of India,NA,NA
325ac397ecfe8d2bd675be739a7365e4,Teens on way to college die in car crash on Gurugram Expressway; 2 more wounded,Highway,Fatal,Head On,car,car,Yes,Sohna Expressway,Haryana,NA,NA,2,3,Times of India,No,NA
fc37cd7f8d6465145940560388a715e7,"J&K: 3 killed, 4 critically injured as Eeco van falls into gorge in Reasi district",NA,Fatal,Single vehicle collision,van,NA,NA,"Chamalu Morh near Chassana, Reasi district",Jammu and Kashmir,NA,NA,3,4,Times of India,NA,NA
1158bedf0cbaaecf1117cc2bc67ed8f8,Video: Kerala CM Pinarayi Vijayan's convoy involved in pile-up in Thiruvananthapuram,NA,Property damage,Rear end,car,car,yes,Vamanapuram Park junction,Kerala,NA,evening,0,0,Times of India,no,NA
dccf71429a2c220bda66dc8e3f3a8039,25-year-old pillion rider mowed down after falling from bike,Highway,Fatal,Hit and run,NA,scooter,Yes,"Western Express Highway, Mahim turn, Bandra east",Maharashtra,NA,night,1,1,Times of India,No,high
b01af0d9b33f1a38847ccd800b872ee1,"Odisha man visits hospital after being hit by truck, doctors allegedly steal his organs",NA,Fatal,NA,truck,motorcycle,NA,Cuttack,Odisha,2023-10-13,NA,1,0,Times of India,NA,NA
fff58d5f607202687131c3ebb8ebdf17,2 dead as car hits toll staffers in Una,Highway,Fatal,Single vehicle collision,car,NA,No,"Ajouli toll barrier, Una district",Himachal Pradesh,Monday,evening,2,1,Times of India,Yes,high
4b510b46fec1f2f94d32d5bc7e2831fb,"28-year-old Bengaluru woman dragged by cab for 40 feet after colliding with BMTC bus, dies: Report",NA,Fatal,Crossing (90degree),bus,scooter,yes,"Ullal Upanagar Lake, Bengaluru",Karnataka,NA,morning,1,0,Times of India,NA,high
01edd75e924429be559aeedc248e23bf,Two killed after being run over by speeding truck on Sohna Road,Roundabout,Fatal,NA,truck,motorcycle,Yes,"Ambedkar roundabout, Sohna Road, Gurugram",Haryana,NA,NA,2,0,Times of India,No,high
f7a4f381c5283aacebb38e2ad4404fab,2 die as car with polls officials plunges into gorge in Reasi,NA,Fatal,Single vehicle collision,NA,NA,NA,"Tukson Jabara, Majore area, Reasi district",Jammu and Kashmir,NA,NA,2,0,Times of India,NA,NA
84db64c900eb1daa6fae2c321e21a4f0,Disturbing video shows KSRTC bus run over woman in Karnataka's Tumakuru,NA,Non - fatal,Crossing (90degree),bus,pedestrian,No,Tumakuru,Karnataka,NA,NA,0,1,Times of India,Yes,NA
750516da5ac6c776f84a1a99ffb77ec6,EXCLUSIVE| Preeti Jhangiani gives husband Parvin Dabas' health update: He will be out of the ICU tomorrow,NA,Non - fatal,Single vehicle collision,car,NA,No,Mumbai,Maharashtra,NA,morning,0,1,Times of India,No,NA
011416eb9bc11ca75a989f0bc2f85dbc,"Video: Pune civic body truck falls into sinkhole, driver escapes unhurt",NA,Property damage,NA,NA,truck,No,"Budhwar Peth, Pune",Maharashtra,NA,evening,0,0,Times of India,NA,NA
2c4eb93afef28e7862532043c36dc7db,"Gurugram accident: Biker's friend says police didn't collect video as evidence, mother questions SUV driver's bail",NA,Fatal,NA,car,motorcycle,yes,"Golf Course Road, Gurugram",Haryana,NA,NA,1,0,Times of India,no,NA
a0c1e0b82b2907629eb1914e5459f191,"Injured in freak accident, Nawab Malik’s son-in-law still critical",NA,Non - fatal,Single vehicle collision,car,pedestrian,No,"Criticare Hospital, Lal Bahadur Shastri Marg, Kurla West, Mumbai",Maharashtra,NA,morning,0,2,Times of India,Yes,high
ee41ad2a7171a3f42038eab6954b5c61,Electrician hit by car succumbs to injuries after a day,NA,Fatal,Crossing (90degree),car,pedestrian,No,"Babhai Naka, Borivali West",Maharashtra,NA,evening,1,0,Times of India,Yes,high
502ea4ad64b4a40e556bb934cf924508,One killed after speeding tempo rams several vehicles,NA,Fatal,Rear end,tempo,"auto-rickshaw, car, motorcycle",Yes,"Karishma Chowk, Pune",Maharashtra,NA,night,1,3,Times of India,No,NA
b8b3833b170e84b475dae2f6168b9476,Young woman’s life cut short by crazed bus passenger,Signalized,Fatal,NA,bus,scooter,yes,Mumbai,Maharashtra,2024-09-02,evening,1,10,Times of India,yes,high
d7f76840e42ce13c5c8ae5d0041dc0ef,Four of a family from Belagavi killed in road accident in Oman,NA,Fatal,Head On,car,truck,Yes,"Haima, Oman",NA,NA,evening,4,1,Times of India,No,high
4ab565555e85718765f5e9e8c5002bc8,Minor detained after SUV mows down man in Mumbai; 2 others arrested: Police,NA,Fatal,Crossing (90degree),car,motorcycle,No,"Aarey Colony, Goregaon East, Mumbai",Maharashtra,NA,night,1,0,Times of India,yes,high
