id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,reference,pedestrian_involved,confidence,model
2f9c87f1c4ea1e08afd3248064664fb5,Man hit by car on MG Road dies; driver on the run,Midblock,Fatal,Hit and run,car,pedestrian,false,"MG Road, Gurugram",Haryana,Thursday,evening,1,0,Times of India,true,high,meta-llama/llama-4-scout-17b-16e-instruct
bab9ab9ff94daa916aee36672d110915,Man miraculously escapes unscathed after getting trapped between two buses. Video,Midblock,Non - fatal,Side swipe,bus,"man, bus",true,Pattukottai,Tamil Nadu,NA,NA,0,1,Times Now,true,high,meta-llama/llama-4-scout-17b-16e-instruct
48d856df73d76812073333ce48ec11af,Angelina Jolie and Brad Pitt's son Pax met with another e-bike crash after six months,NA,Property damage,Single vehicle collision,e-bike,car,Yes,Hollywood,California,NA,morning,NA,NA,Times of India,No,0.8,meta-llama/llama-4-scout-17b-16e-instruct
5772b78ab2660eb981242c661ed0e3ca,"Bihar: Truck driver, one other killed after vehicle catches fire",NA,Fatal,NA,truck,NA,false,Bhojpur district,Bihar,NA,night,2,0,Hindustan,false,,meta-llama/llama-4-scout-17b-16e-instruct
3e6960726e50e28edaff8d7e1bec649e,"Jalgaon accident: 12 passengers jump out fearing fire, run over by another train",Level crossing,Fatal,NA,train,pedestrian,true,Jalgaon,Maharashtra,NA,evening,12,NA,Times of India,true,0.8,meta-llama/llama-4-scout-17b-16e-instruct
a13d897d6af7a680b616b90bb1af58bf,"Gurugram: Retired army colonel runs over woman with his SUV in Ardee city, held",Midblock,Fatal,Single vehicle collision,SUV,pedestrian,No,"Ardee City, Sector 52, Gurugram",Haryana ,Sunday,NA,1,0,Times of,Yes,,meta-llama/llama-4-scout-17b-16e-instruct
1998b2f8a82b3f5df98ed74b4675985c,Himachal Pradesh: 2 brothers dead after cement-laden truck plunges into ravine in Shimla,NA,Fatal,Single vehicle collision,truck,NA,No,"Shimla, Himachal Pradesh",Himachal Pradesh,Monday,night,2,0,PTI/Bipin Nautiyal,No,High,meta-llama/llama-4-scout-17b-16e-instruct
0efeb914ce5e651d442db50c70db1b3d,"Speeding truck loses control in Shimla, crashes into multiple cars in shocking video",NA,Property damage,Rear end,truck,car,true,Shimla,Himachal Pradesh,NA,NA,0,0,Times of India,false,0.8,meta-llama/llama-4-scout-17b-16e-instruct
5fb823af02fc8727fa7c9546e020815e,"Fire breaks out in Navi Mumbai bus, close shave for 22 passengers",NA,Property damage,NA,NA,bus,false,Navi Mumbai,Maharashtra,NA,morning,0,0,Times of India,false,1.0,meta-llama/llama-4-scout-17b-16e-instruct
89b2095312cbad5bd75d660377e20848,Mother-son duo run over by garbage truck in Kalyan,Midblock,Fatal,Single vehicle collision,truck,pedestrian,No,Sri Dakshin Maruti Temple Square on Agra Road in Kalyan West,Maharashtra,Wednesday,NA,2,0,Times of India,Yes,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0c5e35fded8ce3885fd1eaff1ecbde90,Two children among 3 killed as truck collides with motorcycle on Shikrapur-Chakan Road,NA,Fatal,Head On,truck,motorcycle,yes,Shikrapur-Chakan Road,NA,Monday,NA,3,0,Times of India,no,,meta-llama/llama-4-scout-17b-16e-instruct
ba216174c58cc42979a8f20cee26faea,"Odisha: 2 BJP leaders killed in car-truck collision, survivor suspects ‘deliberate attack’",Highway,Fatal,Rear end,dumper,car,true,Odisha's Sambalpur district,Odisha,Sunday,night,2,4,Times of India,false,,meta-llama/llama-4-scout-17b-16e-instruct
89dc0bc67d380bff1b4dd5fc9452a1e7,"Mumbai: Trailer collides with parked vehicles in Dharavi, none injured",T-junction,Property damage,NA,trailer,"car, tempo, taxi",yes,Dharavi,Maharashtra,Friday,morning,0,0,Hindustan Times,NA,high,meta-llama/llama-4-scout-17b-16e-instruct
1b8500a3aaf8edaf3969d3dcadc62abf,"Caught on camera: Two women thrown off scooty, narrowly escape tragedy after hitting car",NA,Non - fatal,Single vehicle collision,scooty,car,yes,NA,NA,NA,NA,0,2,Times of India,no,0.8,meta-llama/llama-4-scout-17b-16e-instruct
d2e126562c2996bf46943f5c2b448006,"4 dead, one injured in collision with parked truck on Delhi-Haridwar highway",Highway,Fatal,Rear end,car,truck,true,"Delhi-Haridwar highway, Bahadarabad police station area",Haryana/ Uttarakhand,NA,night,4,1,"ANI, Times of India",false,,meta-llama/llama-4-scout-17b-16e-instruct
39a54d5981673447b983a440dc93f00d,45 injured in bus crash on Delhi-Mumbai expressway due to heavy fog conditions,Highway,Non - fatal,Rear end,bus,truck,yes,"Delhi-Mumbai Expressway, Dausa district, Rajasthan",Rajasthan,NA,NA,0,45,PTI,no,high,meta-llama/llama-4-scout-17b-16e-instruct
05337646edcabb02e9aa48b751c887a4,Road mishap claim three lives in Himachal’s Theog,NA,Fatal,Single vehicle collision,car,NA,No,"Theog, Shimla district, Himachal Pradesh",Himachal Pradesh,New Year Eve,night,3,0,Times of India,No,,meta-llama/llama-4-scout-17b-16e-instruct
d66938497aad8c2cb7cd7d92cae8c77d,"Actor Urmila Kothare's car runs over labourers in Mumbai, 1 killed",Midblock,Fatal,Single vehicle collision,car,"pedestrian, pedestrian",No,"Kandivali, Mumbai",Maharashtra,NA,night,1,3,Times of India,Yes,High,meta-llama/llama-4-scout-17b-16e-instruct
09fe50aa72bddbf082f4ca72c60bc356,Delhi: 54-year-old dead in late night crash near Chanakyapuri,Signalized,Fatal,Crossing (90degree),SUV,van,true,"Chanakyapuri, Delhi",Delhi,Thursday (no specific date mentioned),night,1,2,Times of India,false,high,meta-llama/llama-4-scout-17b-16e-instruct
73ee4f8569ee1d68d25c44dfedbf4d74,Caught on cam: Speeding truck driver drags two men on Agra Highway,Highway,Non - fatal,Hit and run,truck,motorcycle,true,Agra highway,Uttar Pradesh,NA,NA,0,1,Times of India,false,0.8,meta-llama/llama-4-scout-17b-16e-instruct
6b8416da612808c194424efb1c981df6,Road rage caught on cam: Truck's reckless manoeuvre sends biker tumbling on mountain road,NA,Property damage,NA,truck,motorcycle,No,NA,NA,NA,NA,0,0,Times of India,No,0.8,meta-llama/llama-4-scout-17b-16e-instruct
2f05f8fa35f24085b6053ee1bd4c1045,Biker dies after being hit by unidentified vehicle on SCLR,Midblock,Fatal,Hit and run,NA,motorcycle,false,"Santacruz-Chembur Link Road (SCLR), Mumbai",Maharashtra,Sunday,morning,1,0,Times of India,false,0.8,meta-llama/llama-4-scout-17b-16e-instruct
911c5b5cf2b90947052233fcbe9d273f,"Horrific Bengaluru accident that killed CEO, his family in Volvo sparks debate on road safety",Highway,Fatal,Hit and run,truck,car,Yes,Bengaluru,Karnataka,Saturday,NA,6,NA,Times of India,No,High,meta-llama/llama-4-scout-17b-16e-instruct
f7a96c9cc2e98ee2e1ecf1dd0f220e64,How heroic 20-year-old saved 30 burn victims of Jaipur LPG tanker blast,Highway,Fatal,Rear end,truck,LPG tanker,true,Jaipur-Ajmer National Highway,NA,Friday,morning,14,30,Times of India,false,0.8,meta-llama/llama-4-scout-17b-16e-instruct
4bf4ab04f17c98a27e231e03c38f0409,"4-year-old boy run over by speeding car in Mumbai, teen driver arrested",NA,Fatal,Single vehicle collision,car,pedestrian,No,"Wadala, Mumbai",Maharashtra,"Dec 21, 2024",NA,1,0,Hindustan Times,Yes,High,meta-llama/llama-4-scout-17b-16e-instruct
dfbfc81ebaf8be127fe8c513783152a4,"Caught on CCTV: Car flips 8 times on Rajasthan highway, passengers escape unhurt, ask for tea",Highway,Non - fatal,Single vehicle collision,SUV,car showroom gate,No,"Nagaur district, Rajasthan",Rajasthan,Friday,NA,0,0,"NDTV, Times of India",No,High,meta-llama/llama-4-scout-17b-16e-instruct
e18a44613a0712121ddaa94f8d975942,Jaipur gas tanker crash: CCTV shows fire sweeping nearby property moments after accident | Video,Highway,Fatal,NA,truck,other vehicles,Yes,"Jaipur-Ajmer Highway, Rajasthan",Rajasthan,NA,morning,7,35,PTI,NA,NA,meta-llama/llama-4-scout-17b-16e-instruct
069a13338c936f7b6d2ac910f6381ffa,"Gujarat: Bus accident in Bhavnagar kills 6, leaves 10 injured",Highway,Fatal,Rear end,bus,dumper truck,yes,"near Tajpur village, Bhavnagar district, Gujarat",Gujarat,Tuesday,morning,6,10,PTI,NA,,meta-llama/llama-4-scout-17b-16e-instruct
dc95b8674609bc9d75244318a4349589,Mumbai: Death toll rises to 8 in Kurla BEST bus accident as man succumbs to injuries,Midblock,Fatal,Single vehicle collision,bus,"car, police jeep, crowd",yes,Kurla,Maharashtra,December 9,NA,8,42,PTI,yes,,meta-llama/llama-4-scout-17b-16e-instruct
54b2de7ea0d0e5825131a6f9f7c4f75b,"25-year-old biker killed after being hit by bus in Mumbai, days after deadly Kurla accident",Unsignalized,Fatal,Hit and run,bus,motorcycle,false,"Govandi, Mumbai",Maharashtra,Saturday,night,1,0,"HT, ANI, NDTV",false,0.9,meta-llama/llama-4-scout-17b-16e-instruct
c0e7b8609ef1e8788ed3281c4d2ff3c3,"Dutee Chand stops truck after accident, police detain driver for questioning",NA,Property damage,Rear end,truck,car,true,"Cuttack, OMP Square",NA,NA,evening,0,0,PTI,false,high,meta-llama/llama-4-scout-17b-16e-instruct
ba92d8d53be0d36856149d28a86128e8,"Indian student dies, 4 injured after horrific car crash in UK's Leicestershire",NA,Fatal,Single vehicle collision,car,NA,false,Leicestershire,Leicestershire,NA,morning,1,4,REUTERS,false,1,meta-llama/llama-4-scout-17b-16e-instruct
3d6e2b0c2a546a64769b89ba22a54243,Teenage boy crashes Porsche car into motorcycles in Mumbai's Bandra,Midblock,Property damage,Single vehicle collision,car,motorcycle,false,"Bandra, Mumbai",Maharashtra,NA,morning,0,0,PTI,false,high,meta-llama/llama-4-scout-17b-16e-instruct
f8337def3342145e9c30570202a06812,IPS officer en route to join duty dies in road accident in Hassan,Highway,Fatal,Single vehicle collision,jeep,NA,No,"Kittanegadi village, Hassan, Karnataka",K,Sunday,evening,1,1,Times of India,No,0.8,meta-llama/llama-4-scout-17b-16e-instruct
2b5663e38557dce255d28824423414f1,Krushna Abhishek shares wife Kashmera Shah is doing fine after her accident: She is a strong woman,NA,Non - fatal,Single vehicle collision,NA,pedestrian,No,Palm Springs,NA,NA,NA,0,1,Times of India,Yes,0.8,meta-llama/llama-4-scout-17b-16e-instruct
da5f41a84a1e29c4696ff455293fe46c,Man survives crash with miraculous landing on pickup truck bonnet after hitting divider. Video,NA,Non - fatal,Single vehicle collision,scooter,truck,true,NA,NA,NA,NA,0,1,Times of India,false,0.8,meta-llama/llama-4-scout-17b-16e-instruct
7ff2ada5b78d3c80a9d8ef6487554e6c,Two bus routes discontinued after fatal accident are now back in Uran,NA,Fatal,NA,bus,"tempo, motorcycle",true,"Kho-Koproli road towards JNPT, Navi Mumbai",Maharashtra,February 8,NA,1,1,Times of India,false,,meta-llama/llama-4-scout-17b-16e-instruct
07f9c2caa09c3f7be2c2512a2652eb6d,UP: Five doctors killed after car collides with truck in Kannauj,Highway,Fatal,Head On,truck,car,true,"Kannauj, near Point 196 in Tirva, Lucknow-Agra Expressway",Uttar Pradesh,NA,morning,5,1,NA,false,high,meta-llama/llama-4-scout-17b-16e-instruct
166b99feb0f769de57d4cfcaacb0173c,Dehradun accident: Police try to piece together what led to Innova crash that killed 6 students,Signalized,Fatal,Rear end,car,truck,true,"ONGC Chowk, Dehradun",Uttarakhand,Monday night,night,6,1,Times of India,false,high,meta-llama/llama-4-scout-17b-16e-instruct
38472254a8bf707d94d90311beb4d707,Noida: Mad dash to admit sick child ends in death of 5 of family in accident,Highway,Fatal,Rear end,car,truck,true,Noida-Greater Noida Expressway,NA,Sunday,night,5,0,Times of India,false,,meta-llama/llama-4-scout-17b-16e-instruct
325ac397ecfe8d2bd675be739a7365e4,Teens on way to college die in car crash on Gurugram Expressway; 2 more wounded,Highway,Fatal,Head On,car,car,true,"Gurugram, Sohna Expressway",Haryana,NA,NA,2,3,NA,false,NA,meta-llama/llama-4-scout-17b-16e-instruct
fc37cd7f8d6465145940560388a715e7,"J&K: 3 killed, 4 critically injured as Eeco van falls into gorge in Reasi district",Midblock,Fatal,Single vehicle collision,van,NA,No,"Chamalu Morh near Chassana, Reasi district",Jammu and Kashmir,Saturday,NA,3,4,Times of India,No,0.8,meta-llama/llama-4-scout-17b-16e-instruct
1158bedf0cbaaecf1117cc2bc67ed8f8,Video: Kerala CM Pinarayi Vijayan's convoy involved in pile-up in Thiruvananthapuram,Signalized,Property damage,Rear end,car,"car, scooter",true,Vamanamur Park junction,Kerala,Monday,evening,0,0,"PTI, NDTV",false,high,meta-llama/llama-4-scout-17b-16e-instruct
dccf71429a2c220bda66dc8e3f3a8039,25-year-old pillion rider mowed down after falling from bike,Highway,Fatal,Hit and run,NA,pedestrian,true,"Western Express Highway (WEH), near Mahim, Bandra east, Mumbai",Maharashtra,Sunday,night,1,1,Times of India,true,,meta-llama/llama-4-scout-17b-16e-instruct
ddeae9e97dec4a051f34787a981bf922,"Teen run over by train while crossing railway track, dies",Level crossing,Fatal,Hit and run,train,pedestrian,false,"Seawoods station, Navi Mumbai",Maharashtra,Monday,NA,1,0,Times of India,true,high,meta-llama/llama-4-scout-17b-16e-instruct
b01af0d9b33f1a38847ccd800b872ee1,"Odisha man visits hospital after being hit by truck, doctors allegedly steal his organs",NA,Fatal,Hit and run,mini-truck,motorcycle,Yes,"Cuttack, Od Odisha",Odisha,October 13,NA,1,1,Times of India,No,,meta-llama/llama-4-scout-17b-16e-instruct
fff58d5f607202687131c3ebb8ebdf17,2 dead as car hits toll staffers in Una,Service road,Fatal,Single vehicle collision,car,pedestrian,No,"Ajouli toll barrier, Una district, Himachal Pradesh",Himachal Pradesh,Monday,evening,2,1,Times of India,Yes,High,meta-llama/llama-4-scout-17b-16e-instruct
4b510b46fec1f2f94d32d5bc7e2831fb,"28-year-old Bengaluru woman dragged by cab for 40 feet after colliding with BMTC bus, dies: Report",Midblock,Fatal,Rear end,"bus, cab",scooter,true,"Bengalur Bengaluru, near Ullal Upanagar Lake on 80 feet road",Karnataka,Tuesday,morning,1,0,The Indian Express,false,high,meta-llama/llama-4-scout-17b-16e-instruct
01edd75e924429be559aeedc248e23bf,Two killed after being run over by speeding truck on Sohna Road,Roundabout,Fatal,Rear end,truck,motorcycle,Yes,"Sohna Road, Gurugram",Haryana,Tuesday,evening,2,0,Times of India,No,High,meta-llama/llama-4-scout-17b-16e-instruct
f7a4f381c5283aacebb38e2ad4404fab,2 die as car with polls officials plunges into gorge in Reasi,NA,Fatal,Single vehicle collision,car,NA,No,Reasi district,NA,Tuesday,NA,2,0,Times of India,No,,meta-llama/llama-4-scout-17b-16e-instruct
84db64c900eb1daa6fae2c321e21a4f0,Disturbing video shows KSRTC bus run over woman in Karnataka's Tumakuru,Midblock,Non - fatal,Hit and run,bus,pedestrian,false,"Tumakuru, Karnataka",Karnataka,NA,NA,0,1,NA,true,0.8,meta-llama/llama-4-scout-17b-16e-instruct
750516da5ac6c776f84a1a99ffb77ec6,EXCLUSIVE| Preeti Jhangiani gives husband Parvin Dabas' health update: He will be out of the ICU tomorrow,Midblock,Non - fatal,Single vehicle collision,car,divider,false,Mumbai,NA,NA,morning,0,1,Times of India,false,,meta-llama/llama-4-scout-17b-16e-instruct
011416eb9bc11ca75a989f0bc2f85dbc,"Video: Pune civic body truck falls into sinkhole, driver escapes unhurt",NA,Property damage,NA,truck,NA,false,"Budhwar Peth area, near City Post Office, Pune",Maharashtra,Friday (no specific date provided),evening,0,0,"PTI, ANI",false,1.0,meta-llama/llama-4-scout-17b-16e-instruct
2c4eb93afef28e7862532043c36dc7db,"Gurugram accident: Biker's friend says police didn't collect video as evidence, mother questions SUV driver's bail",Midblock,Fatal,Rear end,car,motorcycle,true,"Golf Course Road, Gurugram",Haryana,NA,NA,1,NA,India Today,false,,meta-llama/llama-4-scout-17b-16e-instruct
a0c1e0b82b2907629eb1914e5459f191,"Injured in freak accident, Nawab Malik’s son-in-law still critical",Midblock,Non - fatal,Single vehicle collision,car,pedestrian,false,"Lal Bahadur Sh. Marg, Mumbai",Maharashtra,Tuesday,morning,0,2,Hindustan Times,true,1.0,meta-llama/llama-4-scout-17b-16e-instruct
ee41ad2a7171a3f42038eab6954b5c61,Electrician hit by car succumbs to injuries after a day,Unsignalized,Fatal,Hit and run,car,pedestrian,No,"Borivali, Mumbai",Maharashtra,Saturday,evening,1,0,Times of India,Yes,High,meta-llama/llama-4-scout-17b-16e-instruct
502ea4ad64b4a40e556bb934cf924508,One killed after speeding tempo rams several vehicles,NA,Fatal,Rear end,tempo,"car, motorcycle, autorickshaw, motorcycle",true,near Karishma Chowk,NA,Sunday,night,1,3,Times of India,false,,meta-llama/llama-4-scout-17b-16e-instruct
b8b3833b170e84b475dae2f6168b9476,Young woman’s life cut short by crazed bus passenger,Signalized,Fatal,Hit and run,bus,"scooter, car, pedestrian",yes,"Sion road, Lalbaug",Maharashtra,"September 2, 2024",evening,1,10,Hindustan Times,yes,high,meta-llama/llama-4-scout-17b-16e-instruct
d7f76840e42ce13c5c8ae5d0041dc0ef,Four of a family from Belagavi killed in road accident in Oman,NA,Fatal,Head On,car,truck,true,"Haima region, Oman",Oman,NA,evening,4,1,Times of India,false,,meta-llama/llama-4-scout-17b-16e-instruct
4ab565555e85718765f5e9e8c5002bc8,Minor detained after SUV mows down man in Mumbai; 2 others arrested: Police,Midblock,Fatal,Head On,car,motorcycle,No,"Aarey Colony, Goregaon, Mumbai",Maharashtra,Thursday,night,1,0,Times of India,No,High,meta-llama/llama-4-scout-17b-16e-instruct
