id,title,intersection,severity,collision_type,vehicle_hitting,vehicle_hitted,multiple_vehicle,location,state,date,time,killed,injured,reference,pedestrian_involved,confidence
d21c92d9f13395aa8cf4bfd8f056921e,Death toll rises to 71 in Southern Ethiopia road accident,NA,Fatal,Single vehicle collision,NA,NA,No,"Sidama state, Eastern Zone, Bona Zuria Woreda",Southern Ethiopia,NA,evening,71,2,NA,NA,NA
d66938497aad8c2cb7cd7d92cae8c77d,"Actor Urmila Kothare's car runs over labourers in Mumbai, 1 killed",Midblock,Fatal,Single vehicle collision,car,pedestrian,No,Mumbai's Kandivali,Maharashtra,NA,night,1,2,NA,Yes,NA
09fe50aa72bddbf082f4ca72c60bc356,Delhi: 54-year-old dead in late night crash near Chanakyapuri,Signalized,Fatal,Crossing (90degree),SUV,van,Yes,Chanakyapuri,Delhi,Thursday,morning,1,2,Hindustan Times,No,High
73ee4f8569ee1d68d25c44dfedbf4d74,Caught on cam: Speeding truck driver drags two men on Agra Highway,Highway,Non - fatal,NA,truck,motorcycle,Yes,Agra highway,Uttar Pradesh,NA,NA,0,1,NA,No,NA
6b8416da612808c194424efb1c981df6,Road rage caught on cam: Truck's reckless manoeuvre sends biker tumbling on mountain road,NA,Non - fatal,NA,truck,motorcycle,false,NA,NA,NA,NA,0,0,Times of India,false,Low
2f05f8fa35f24085b6053ee1bd4c1045,Biker dies after being hit by unidentified vehicle on SCLR,Highway,Fatal,Hit and run,NA,motorcycle,Yes,Mumbai,Maharashtra,Sunday,morning,1,0,Times of India,No,High
911c5b5cf2b90947052233fcbe9d273f,"Horrific Bengaluru accident that killed CEO, his family in Volvo sparks debate on road safety",Highway,Fatal,Head On,truck,car,Yes,Bengaluru,Karnataka,NA,NA,6,NA,Times of India,No,NA
f7a96c9cc2e98ee2e1ecf1dd0f220e64,How heroic 20-year-old saved 30 burn victims of Jaipur LPG tanker blast,Highway,Fatal,Rear end,truck,LPG tanker,Yes,Jaipur-Ajmer National Highway,NA,Friday,NA,14,30,Times of India,No,NA
4bf4ab04f17c98a27e231e03c38f0409,"4-year-old boy run over by speeding car in Mumbai, teen driver arrested",NA,Fatal,NA,car,pedestrian,No,Mumbai,Maharashtra,"Dec 21, 2024",NA,1,0,Hindustan Times,Yes,High
dfbfc81ebaf8be127fe8c513783152a4,"Caught on CCTV: Car flips 8 times on Rajasthan highway, passengers escape unhurt, ask for tea",Highway,Non - fatal,Single vehicle collision,SUV,NA,No,Nagaur district,Rajasthan,Friday,NA,0,0,NDTV,No,NA
e18a44613a0712121ddaa94f8d975942,Jaipur gas tanker crash: CCTV shows fire sweeping nearby property moments after accident | Video,Highway,Fatal,NA,truck,NA,Yes,Jaipur-Ajmer highway,Rajasthan,NA,morning,7,35,NA,NA,NA
eafd24d181a187f8187a9f54b7e8f708,"Ludhiana: Driver charred to death as truck overturns, catches fire",Bridge/Flyover,Fatal,Single vehicle collision,truck,railing of a bridge,No,"Transport Nagar, Ludhiana",Punjab,Thursday,morning,1,0,Hindustan Times,No,High
069a13338c936f7b6d2ac910f6381ffa,"Gujarat: Bus accident in Bhavnagar kills 6, leaves 10 injured",Highway,Fatal,Rear end,bus,truck,Yes,Bhavnagar district,Gujarat,Tuesday,morning,6,10,PTI,No,High
dc95b8674609bc9d75244318a4349589,Mumbai: Death toll rises to 8 in Kurla BEST bus accident as man succumbs to injuries,Midblock,Fatal,NA,bus,"car, pedestrian",yes,"Kurla, Mumbai",Maharashtra,December 9,NA,8,42,PTI,yes,NA
54b2de7ea0d0e5825131a6f9f7c4f75b,"25-year-old biker killed after being hit by bus in Mumbai, days after deadly Kurla accident",NA,Fatal,Hit and run,bus,motorcycle,No,Mumbai,NA,NA,night,1,0,NA,No,NA
c0e7b8609ef1e8788ed3281c4d2ff3c3,"Dutee Chand stops truck after accident, police detain driver for questioning",NA,Non - fatal,Rear end,truck,car,Yes,"OMP Square, Cuttack",NA,NA,evening,0,0,NA,No,NA
ba92d8d53be0d36856149d28a86128e8,"Indian student dies, 4 injured after horrific car crash in UK's Leicestershire",NA,Fatal,Single vehicle collision,car,NA,No,"Leicestershire, UK",NA,NA,morning,1,4,REUTERS,No,High
3d6e2b0c2a546a64769b89ba22a54243,Teenage boy crashes Porsche car into motorcycles in Mumbai's Bandra,Midblock,Non - fatal,Single vehicle collision,car,motorcycle,Yes,"Bandra, Mumbai",Maharashtra,Saturday,morning,0,0,NA,No,NA
f8337def3342145e9c30570202a06812,IPS officer en route to join duty dies in road accident in Hassan,Highway,Fatal,Single vehicle collision,jeep,coconut tree,No,"Kittanegadi village, Hassan taluk",Karnataka,Sunday,evening,1,0,Hindustan Times,No,High
2b5663e38557dce255d28824423414f1,Krushna Abhishek shares wife Kashmera Shah is doing fine after her accident: She is a strong woman,NA,Non - fatal,NA,NA,glass mirror,NA,Palm Springs,NA,NA,NA,0,1,NA,Yes,NA
da5f41a84a1e29c4696ff455293fe46c,Man survives crash with miraculous landing on pickup truck bonnet after hitting divider. Video,Midblock,Non - fatal,Single vehicle collision,scooter,pickup truck,Yes,NA,NA,NA,NA,0,0,NA,No,NA
7ff2ada5b78d3c80a9d8ef6487554e6c,Two bus routes discontinued after fatal accident are now back in Uran,NA,Fatal,NA,bus,"motorcycle, tempo",Yes,Khopta-Koproli road,NA,February 8,NA,1,1,NA,No,NA
07f9c2caa09c3f7be2c2512a2652eb6d,UP: Five doctors killed after car collides with truck in Kannauj,Highway,Fatal,Head On,truck,car,Yes,Kannauj,Uttar Pradesh,NA,morning,5,1,NA,No,NA
166b99feb0f769de57d4cfcaacb0173c,Dehradun accident: Police try to piece together what led to Innova crash that killed 6 students,NA,Fatal,Rear end,Innova (MUV),container truck,Yes,Dehradun's ONGC Chowk,Uttarakhand,NA,night,6,1,Times of India,No,NA
38472254a8bf707d94d90311beb4d707,Noida: Mad dash to admit sick child ends in death of 5 of family in accident,Highway,Fatal,Rear end,car,truck,Yes,Noida-Greater Noida Expressway,NA,NA,night,5,0,Hindustan Times,No,High
dcda958afc2e0a06d48da2d20e0f080b,"Chain accident between BMTC bus, truck and a car kills two on Bengaluru’s Airport Road: Report",Bridge/Flyover,Fatal,Rear end,BMTC Volvo bus,cement truck,Yes,Bengaluru,Karnataka,NA,night,2,Several,NA,No,NA
325ac397ecfe8d2bd675be739a7365e4,Teens on way to college die in car crash on Gurugram Expressway; 2 more wounded,Highway,Fatal,Head On,car,car,Yes,Gurugram,Haryana,NA,NA,2,3,NA,No,NA
fc37cd7f8d6465145940560388a715e7,"J&K: 3 killed, 4 critically injured as Eeco van falls into gorge in Reasi district",NA,Fatal,Single vehicle collision,van,NA,No,Chassana area of Reasi district,Jammu and Kashmir,Saturday,NA,3,4,Times of India,No,High
1158bedf0cbaaecf1117cc2bc67ed8f8,Video: Kerala CM Pinarayi Vijayan's convoy involved in pile-up in Thiruvananthapuram,NA,Non - fatal,Rear end,car,scooter,Yes,"Vamanapuram Park junction, Thiruvananthapuram district",Kerala,NA,evening,0,0,PTI,No,NA
dccf71429a2c220bda66dc8e3f3a8039,25-year-old pillion rider mowed down after falling from bike,Highway,Fatal,Hit and run,NA,scooter,Yes,Western Express Highway (WEH) near Mahim,Mumbai,Sunday,night,1,1,Times of India,No,High
ddeae9e97dec4a051f34787a981bf922,"Teen run over by train while crossing railway track, dies",Level crossing,Fatal,NA,train,pedestrian,No,"Seawoods station, Navi Mumbai",NA,NA,afternoon,1,0,Times of India,Yes,High
b01af0d9b33f1a38847ccd800b872ee1,"Odisha man visits hospital after being hit by truck, doctors allegedly steal his organs",NA,Fatal,NA,truck,motorcycle,Yes,Rampur,Odisha,October 13,NA,1,NA,NA,No,NA
fff58d5f607202687131c3ebb8ebdf17,2 dead as car hits toll staffers in Una,Midblock,Fatal,Single vehicle collision,car,pedestrian,No,"Ajouli toll barrier, Una district, Himachal Pradesh",Himachal Pradesh,NA,evening,2,1,HT,Yes,NA
4b510b46fec1f2f94d32d5bc7e2831fb,"28-year-old Bengaluru woman dragged by cab for 40 feet after colliding with BMTC bus, dies: Report",NA,Fatal,Rear end,"bus, cab",scooter,Yes,Bengaluru,Karnataka,NA,morning,1,NA,The Indian Express,No,High
01edd75e924429be559aeedc248e23bf,Two killed after being run over by speeding truck on Sohna Road,Roundabout,Fatal,Hit and run,truck,motorcycle,Yes,"Sohna Road, Gurugram",Haryana,Tuesday,afternoon,2,0,Times of India,No,High
f7a4f381c5283aacebb38e2ad4404fab,2 die as car with polls officials plunges into gorge in Reasi,NA,Fatal,Single vehicle collision,car,NA,No,Reasi district,NA,Tuesday,NA,2,0,Times of India,No,High
84db64c900eb1daa6fae2c321e21a4f0,Disturbing video shows KSRTC bus run over woman in Karnataka's Tumakuru,Midblock,Non - fatal,Hit and run,bus,pedestrian,No,Tumakuru,Karnataka,NA,NA,0,1,Times of India,Yes,NA
750516da5ac6c776f84a1a99ffb77ec6,NA,Midblock,Non - fatal,Single vehicle collision,car,divider,No,Mumbai,NA,NA,morning,0,1,NA,No,NA
011416eb9bc11ca75a989f0bc2f85dbc,"Video: Pune civic body truck falls into sinkhole, driver escapes unhurt",NA,Non - fatal,Single vehicle collision,truck,NA,No,"Budhwar Peth area, Pune",Maharashtra,NA,evening,0,0,PTI,No,High
2c4eb93afef28e7862532043c36dc7db,"Gurugram accident: Biker's friend says police didn't collect video as evidence, mother questions SUV driver's bail",NA,Fatal,NA,SUV,motorcycle,Yes,"Golf Course Road, Gurugram",Haryana,NA,NA,1,NA,India Today,No,NA
a0c1e0b82b2907629eb1914e5459f191,"Injured in freak accident, Nawab Malik’s son-in-law still critical",NA,Non - fatal,Rear end,car,pedestrian,No,Mumbai,Maharashtra,NA,morning,0,2,Hindustan Times,Yes,High
ee41ad2a7171a3f42038eab6954b5c61,Electrician hit by car succumbs to injuries after a day,NA,Fatal,Crossing (90degree),car,pedestrian,No,Borivali,Mumbai,Sunday,evening,1,0,NA,Yes,NA
502ea4ad64b4a40e556bb934cf924508,One killed after speeding tempo rams several vehicles,NA,Fatal,Rear end,tempo,"car, motorcycle, autorickshaw",Yes,Karishma Chowk,NA,Sunday,evening,1,3,Hindustan Times,No,High
279ba424587aef4b0f9c04ef4ab7e264,"One dead, two injured after showroom driver out on test drive rams into them",Bridge/Flyover,Fatal,Rear end,car,scooter,Yes,Mumbai,Maharashtra,Sunday,afternoon,1,2,HT,No,High
b8b3833b170e84b475dae2f6168b9476,Young woman’s life cut short by crazed bus passenger,Signalized,Fatal,Rear end,bus,scooter,Yes,Mumbai,Maharashtra,"September 2, 2024",evening,1,9,Hindustan Times,Yes,High
d7f76840e42ce13c5c8ae5d0041dc0ef,Four of a family from Belagavi killed in road accident in Oman,NA,Fatal,Head On,car,truck,Yes,Haima region of capital city Oman,NA,Thursday,evening,4,1,Hindustan Times,No,High
4ab565555e85718765f5e9e8c5002bc8,Minor detained after SUV mows down man in Mumbai; 2 others arrested: Police,NA,Fatal,NA,SUV car,motorcycle,No,Mumbai’s Goregaon east,NA,NA,night,1,NA,HT,No,NA
